Iteration	Posterior	Likelihood	Prior	alpha_dip	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	num_samp_anc	origin_time	psi	rates_dip[1]	rates_dip[2]	rates_dip[3]	rates_dip[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
1690	-424289.7	-424303.2	13.48547	1.183207	0.00132372	0.00190497	0.00311662	0.00652907	0.00758658	0.00549465	0.0107211	0.00602336	0.00341856	0.00232202	0.00320589	0.00246546	0.00481653	0.00407656	0.00870235	0.00352184	0.00432042	0.00128326	0.00207893	0.00418837	0.00190722	0.00332533	0.0018801	0.00415552	0.00706577	0.0128587	0.000293129	0.00215714	0.00597146	0.00369012	0.00682924	0.0102101	0.00791995	0.00943563	0.00774042	0.00125481	0.000534502	0.010092	0.0142091	0.000820646	0.00196548	0.00147936	0.00342397	0.00329678	0.000692162	0.00585048	0.000672687	0.00204097	0.000984924	0.00323956	0.000371217	0.00145412	0.00211499	0.00536228	0.000147702	0.000854	0.0255861	0.00843903	0.0156839	0.00245607	0.0143287	0.0030068	0.00193797	0.0171281	0.0015681	0.000829048	0.00912553	0.00853873	0.00206557	0.00166686	0.00220296	0.00149775	0.000131488	0.000434056	0.00739527	4.39296e-05	0.00887257	0.00745697	0.00134411	0.0150133	0.000355522	0.000740154	0.00205575	0.0044111	0.00529589	0.000316026	0.00179359	0.00199228	0.000720924	2.61805e-05	0.000596041	0.00119806	0.000451933	0.00603452	0.000299352	0.00530135	0.00370629	0.00105838	0.000352557	0.000823481	0.000139848	0.000190221	0.00303919	0.00466544	0.000116888	0.00624751	0.00227512	0.000939333	0.000619002	0.00103706	0.000100491	0.000760793	0.00185007	4.08757e-05	0.00230879	5.3451e-05	0.00782378	0.0020135	0.00691624	0.00125969	0.00289606	0.0118621	0.00764418	0.00571823	0.00651105	0.00845329	0.00420688	0.00740174	0.00227155	0.00399164	0.0106079	0.00928703	0.00557696	0.000660271	0.00573924	0.00182301	0.0145148	0.000456705	0.0387688	0.020142	0.0164202	0.00179144	0.004115415	0.02364514	0.133635	0.249549	0.108981	0.116679	0.290132	0.101024	0.235035	0	0	0	0	0	0	0	0	0	0	0	0	0	1	134.0065	0.0003210289	0.171997	0.525653	1.02478	2.27757	0.287221	0.160937	0.198371	0.353471	0.2586801	6.32579	34.0789	48.7664	41.112	34.1072	6.11288	6.09187	22.5692	47	16.8001	43.9741	15	45	0.9085931
1700	-424289.4	-424308.6	19.20046	1.175189	0.00129475	0.00197855	0.00291545	0.00657248	0.00850111	0.00588887	0.0102316	0.0061824	0.00344592	0.00242717	0.00344502	0.00237361	0.00501131	0.00413519	0.00883662	0.00349925	0.00428552	0.00680699	0.00150937	0.00420755	0.00193518	0.00331769	0.00071744	0.00428217	0.0071605	0.0141584	0.000402414	0.00477682	0.00531472	0.00410585	0.00626118	0.00883007	0.0082311	0.00991911	0.00858293	0.00114441	0.00054617	0.00965292	0.0145071	0.000832224	0.00201108	0.00145214	0.00344402	0.00325844	0.000785258	0.00267644	0.000699553	0.00164702	0.00101906	0.00549944	0.00025165	0.0014176	0.00237356	0.00584935	0.000351707	0.000863248	0.00767646	0.0037106	0.011182	0.00258804	0.0133009	0.00236984	0.000531532	0.00541267	0.00160934	0.000912344	0.00957723	0.00838169	0.00219135	0.0016195	0.00209834	0.00155104	6.98574e-05	0.000459598	0.00495859	1.22557e-05	0.00721006	0.00673821	0.0014108	0.0157756	0.00042763	0.00104447	0.000988931	0.00581055	0.00578833	0.000822999	0.00149637	0.00207353	0.000650097	3.49306e-05	0.000591072	0.00112735	0.000171411	0.00538076	0.000349726	0.00490252	0.00321692	0.00126313	0.000317575	0.000773228	0.000139209	0.000221065	0.00155064	0.00493695	0.000253624	0.00668494	0.00218464	0.000983462	0.000627694	0.00107109	0.000103998	0.000542879	0.00171832	5.86927e-05	0.00196854	3.95871e-05	0.00791842	0.0019458	0.00758162	0.00129077	0.00303998	0.0129815	0.00873764	0.00522795	0.00674754	0.0086442	0.00427604	0.00688883	0.00326915	0.00449125	0.0118109	0.00875467	0.00505881	0.000394435	0.0060581	0.00145254	0.0146493	0.00045368	0.0422796	0.0213159	0.016025	0.00127884	0.004481808	0.03646814	0.128535	0.251018	0.109622	0.117366	0.29184	0.101619	0.2177239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.0939	0.0004929109	0.170528	0.523744	1.02389	2.28184	0.288819	0.161832	0.193912	0.355437	0.254192	6.32579	34.0789	48.7741	41.112	34.1072	6.11288	6.09187	22.5692	47	16.8001	43.9741	15	45	0.8565331
1710	-424281.7	-424298.2	16.54665	1.194924	0.00125765	0.00201728	0.00324737	0.00715204	0.00851197	0.00683124	0.0102136	0.00620965	0.00343214	0.00272532	0.00321519	0.00238725	0.004764	0.00458646	0.00854571	0.00368916	0.0043209	0.00577375	0.00158742	0.00434143	0.00179728	0.00297002	0.00136614	0.00415838	0.00785008	0.0125868	0.000376333	0.00828141	0.00567029	0.00455195	0.0079712	0.00975921	0.0260333	0.00883343	0.00832585	0.00688157	0.000569587	0.0095296	0.0138871	0.00081088	0.00187408	0.00133943	0.00341503	0.00369708	0.000803313	0.00189995	0.000768515	0.00186475	0.00098316	0.00370491	0.000240187	0.00150486	0.00235473	0.00593984	0.000157289	0.000693568	0.00101783	0.00338263	0.00651069	0.00283674	0.016518	0.00269473	0.000256797	0.00828191	0.00163217	0.000970584	0.0096001	0.00895455	0.0021429	0.00163424	0.00223385	0.00146866	2.66869e-05	0.000458081	0.00138446	1.04473e-05	0.00827747	0.00781724	0.00100537	0.0126755	0.000792287	0.000470023	0.000637407	0.00466125	0.00609383	0.000828514	0.00144715	0.00189435	0.000760315	1.61299e-05	0.000581123	0.00109613	0.000381293	0.00531324	0.000419037	0.00531994	0.00412605	0.00104946	0.000253487	0.000844218	0.000140559	0.000201438	0.00170335	0.00418986	0.000270076	0.00671944	0.00214049	0.000752001	0.000709511	0.00104901	0.000104833	0.000341412	0.00182397	3.69994e-05	0.00139934	1.39263e-05	0.00779205	0.00226311	0.00736181	0.00121703	0.0030306	0.0128291	0.00781204	0.00538484	0.00663784	0.00879555	0.00450232	0.00739319	0.0026042	0.00453264	0.0106588	0.0100718	0.00459017	0.000304617	0.00604586	0.00169906	0.0143763	0.000481035	0.0398796	0.0244122	0.0161267	0.00131977	0.003961888	0.02785997	0.127876	0.24973	0.109681	0.1188	0.290343	0.103571	0.2134539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.0369	0.000489163	0.174132	0.52841	1.02605	2.27141	0.288819	0.161832	0.193912	0.355437	0.2413139	6.32579	34.0789	48.7741	41.112	34.1072	6.11288	6.10136	22.2536	47	16.8001	43.9741	15	45	0.8845488
1720	-424294.9	-424310.5	15.56199	1.18257	0.0011293	0.00198993	0.00315845	0.00594985	0.00813631	0.00705339	0.0113883	0.00626772	0.00332769	0.00253694	0.00315165	0.00238241	0.00460525	0.00424917	0.00835334	0.00341844	0.00455475	0.011222	0.00187088	0.00419068	0.0018486	0.00316356	0.00696526	0.0039571	0.00729044	0.0141976	0.000453647	0.00976501	0.00533853	0.00438749	0.0071022	0.00910136	0.0114509	0.00799475	0.00816357	0.0127288	0.00059544	0.00999442	0.0139678	0.000835127	0.00216448	0.00133149	0.0034617	0.00315042	0.000801098	0.00367555	0.000715414	0.002501	0.000958995	0.00287652	0.000115532	0.00152601	0.0025239	0.00602636	0.000836255	0.000578212	0.00186104	0.00486674	0.00409639	0.00240012	0.0194888	0.00287593	0.000458595	0.00760286	0.00176864	0.000819705	0.00879471	0.0085868	0.00212977	0.00156608	0.00253343	0.00156329	3.66872e-05	0.000532107	0.000898126	2.80307e-05	0.00801367	0.00675536	0.00117356	0.00681306	0.000557914	0.000871495	0.000331008	0.00400836	0.0068917	0.00104197	0.00151712	0.00211421	0.000686184	2.65194e-05	0.000610742	0.00120828	0.000246519	0.00498089	0.000524763	0.00461996	0.00487056	0.000883076	0.000298291	0.000981479	0.000136155	0.000173138	0.00215761	0.0035149	0.000182975	0.00669289	0.00214669	0.000751544	0.000814013	0.000980624	0.000105265	0.000129009	0.00161976	3.55608e-05	0.00193041	1.93702e-05	0.00741132	0.0025074	0.00721	0.0012486	0.003098	0.0136408	0.0082927	0.00576593	0.00671187	0.00815378	0.00415331	0.00607484	0.00337622	0.00447154	0.0113494	0.00986663	0.0044503	0.000271855	0.00606361	0.00154711	0.0157992	0.000402488	0.0411492	0.0230197	0.0159	0.00251804	0.004138795	0.02139467	0.134455	0.246931	0.110436	0.117468	0.287089	0.103621	0.2201275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.1156	0.000313136	0.17188	0.525502	1.02471	2.27791	0.291371	0.162307	0.194316	0.352006	0.2415222	6.32579	34.0789	48.7741	41.112	34.1072	6.11288	6.10136	21.1665	47	16.8001	43.9741	15	45	0.9114173
1730	-424286.7	-424304.3	17.59018	1.177964	0.00103323	0.00198558	0.00325186	0.00688075	0.0088577	0.00721419	0.0114206	0.00620803	0.00356925	0.00259042	0.00303945	0.002302	0.00468332	0.00456488	0.00863074	0.00359229	0.00416702	0.0117817	0.00139901	0.00432387	0.00177307	0.003363	0.00246576	0.00405355	0.00707204	0.0148133	0.000403759	0.00607046	0.0054479	0.0045643	0.0062326	0.0091938	0.00769128	0.00879846	0.00845492	0.00453857	0.000566326	0.0099433	0.0140749	0.000822845	0.00203768	0.00117249	0.00357418	0.00313038	0.000888679	0.00180965	0.000632314	0.00207531	0.00086589	0.00246298	0.000221775	0.00139988	0.00278792	0.00558068	0.000748955	0.000700395	0.0016999	0.00419463	0.0025112	0.00242774	0.0155474	0.00264481	0.000428381	0.00637912	0.00151862	0.000846717	0.00900515	0.00889675	0.00209798	0.00164711	0.00237119	0.00178708	3.44981e-05	0.000414311	0.00445288	1.77133e-05	0.00468981	0.00941173	0.00124641	0.0102518	0.000551021	0.000554485	0.000917587	0.00655097	0.00647856	0.000613834	0.00315676	0.0020655	0.000556602	2.1743e-05	0.000569762	0.00113919	0.000272526	0.00524769	0.000592678	0.00506482	0.00431909	0.000910286	0.000258335	0.000838377	0.000146018	0.000193767	0.00260328	0.00378487	0.000198108	0.00624021	0.0021751	0.000628185	0.000842437	0.0010631	0.000109731	0.000241953	0.00151462	5.13711e-05	0.00100791	3.33531e-05	0.0076207	0.00231447	0.00681952	0.00123561	0.00334986	0.0134434	0.00847466	0.00563534	0.0066977	0.00946621	0.00382002	0.00640318	0.00339104	0.00418469	0.00968538	0.00958697	0.00454193	0.000590113	0.00600893	0.00164286	0.0149841	0.000445604	0.0418099	0.0232426	0.0158549	0.0049111	0.003709954	0.02990809	0.133403	0.244998	0.109571	0.121983	0.288311	0.101734	0.2162654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.4508	0.0005415081	0.171037	0.524407	1.0242	2.28036	0.291184	0.162845	0.194191	0.35178	0.2461735	6.32579	34.0789	48.7741	41.112	34.1072	6.84963	7.1306	21.1665	47	16.8001	43.9741	15	45	0.8785081
1740	-424276.4	-424295.7	19.29446	1.193794	0.00105414	0.00199418	0.00303486	0.00666502	0.00888844	0.00698701	0.0101504	0.00632457	0.00317276	0.00277436	0.00324193	0.00246385	0.00451957	0.00399044	0.00850055	0.00350503	0.00478065	0.0103906	0.00138426	0.00425454	0.00202404	0.00343327	0.00110155	0.0037071	0.00716817	0.0133754	0.000380307	0.0119939	0.00496426	0.00399175	0.00671715	0.00893568	0.00527636	0.00872142	0.00797312	0.0112982	0.000585502	0.00962142	0.0141283	0.000842229	0.00199622	0.00123656	0.003266	0.00281398	0.000873097	0.000830728	0.000687482	0.0017344	0.000922154	0.00471835	0.000230276	0.00154452	0.00239819	0.00589132	0.000493675	0.000817918	0.00327558	0.00116738	0.00184204	0.00235285	0.017444	0.00325435	0.000403395	0.00321037	0.00163988	0.000968228	0.00995352	0.00901328	0.00227067	0.0015982	0.00232738	0.00157453	1.43949e-05	0.000544492	0.00109529	4.40768e-06	0.00458409	0.0100144	0.00129164	0.00674959	0.000948984	0.000682396	0.000819215	0.00856951	0.00621406	0.000401509	0.00465171	0.00185664	0.000707583	3.73828e-05	0.000558885	0.0011858	0.000194269	0.0045308	0.000538883	0.00527894	0.00406729	0.000977984	0.000209456	0.000923216	0.000107918	0.000156385	0.00234933	0.00296958	0.00029491	0.00633799	0.00213824	0.000639493	0.000884069	0.00106428	9.56818e-05	0.000322509	0.00152526	3.78949e-05	0.00109116	4.97028e-05	0.00797667	0.00175988	0.00682764	0.00125818	0.00341089	0.0137458	0.00879853	0.00590602	0.00642768	0.00961457	0.00369225	0.00458591	0.00551764	0.00425542	0.0104062	0.0114854	0.00410151	0.000429192	0.00623025	0.00168761	0.0142435	0.000498182	0.0406317	0.0222231	0.0160785	0.00225804	0.004390966	0.02176106	0.133472	0.245126	0.109718	0.122047	0.288462	0.101174	0.2161032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.4983	0.0005358234	0.173927	0.528146	1.02593	2.272	0.290754	0.162605	0.195379	0.351262	0.2378643	6.32579	34.0789	48.7741	41.112	34.1072	6.84963	5.62388	21.1665	47	16.8001	43.9741	15	45	0.9085148
1750	-424299.6	-424310.6	10.97587	1.188955	0.000988554	0.00200003	0.00331675	0.00685268	0.00883214	0.00635637	0.011203	0.00597283	0.00318598	0.00265602	0.00316203	0.00232994	0.00483402	0.00446918	0.00826164	0.00376155	0.00467713	0.00613816	0.00137309	0.00424534	0.00202312	0.00314845	0.000575052	0.0038607	0.00788981	0.015057	0.000360703	0.0185647	0.0052675	0.00376491	0.00723212	0.00847156	0.00932901	0.00818459	0.00671141	0.00830682	0.000629327	0.00995719	0.0142661	0.000856011	0.002127	0.00153459	0.00335935	0.0035546	0.000878495	0.00385403	0.000675497	0.00199506	0.000963601	0.00637406	0.000205543	0.00146551	0.00240545	0.00595502	0.00099145	0.000693857	0.00431175	0.00070018	0.0115929	0.00239669	0.0168853	0.00322635	8.24573e-05	0.0052493	0.0017137	0.000820932	0.00960625	0.00888638	0.00205267	0.00168736	0.00255471	0.0016009	1.88905e-05	0.000422178	0.00052094	3.36045e-06	0.00917062	0.00825285	0.00116758	0.0156625	0.000947571	0.000756175	0.000421966	0.00820545	0.00657413	0.000166832	0.00470115	0.00188274	0.000893965	4.41778e-05	0.000570343	0.00114768	0.0002801	0.00499453	0.000461311	0.00537214	0.00444609	0.000900968	0.000269119	0.000701385	9.33966e-05	0.000369298	0.00278213	0.00174756	0.000398486	0.0065715	0.00246429	0.000802675	0.00125974	0.00107253	0.000103446	0.000511263	0.00138542	7.26734e-05	0.000989746	4.15965e-05	0.00771426	0.00201849	0.0070387	0.00128341	0.00320591	0.0129743	0.00871176	0.00598555	0.00613852	0.00953455	0.00383246	0.00488741	0.0033301	0.00478978	0.0109184	0.00953718	0.00378726	0.000426115	0.00607556	0.00166281	0.013789	0.000532846	0.0413537	0.0215273	0.0145272	0.00331632	0.004164339	0.0323974	0.133676	0.2455	0.109886	0.120709	0.288902	0.101328	0.1927075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.5137	0.0002322751	0.173046	0.527011	1.0254	2.27454	0.290754	0.162605	0.195379	0.351262	0.2251049	6.76678	34.0789	48.7741	41.112	34.1072	4.9108	5.62388	21.1665	47	16.8001	43.9741	15	45	0.8560787
1760	-424281.5	-424296.4	14.81402	1.182363	0.000924326	0.00200117	0.00325088	0.00711008	0.00865455	0.00700992	0.0111217	0.00563479	0.00353162	0.00245282	0.00341402	0.0023963	0.00467077	0.00454974	0.00893979	0.0035312	0.00445543	0.00720802	0.00127936	0.00432512	0.00182595	0.00320852	0.000440597	0.00384704	0.00755802	0.013985	0.000310622	0.00639	0.00546335	0.004313	0.00705333	0.00969203	0.0103683	0.00869548	0.0077053	0.0083765	0.000595424	0.00880687	0.0150943	0.000831322	0.00201738	0.00145436	0.00336671	0.00335003	0.000879061	0.000751999	0.000669375	0.00183565	0.00105768	0.00441452	0.000236088	0.00145948	0.00256442	0.00588807	0.000779082	0.000630091	0.00225666	0.00216993	0.0130911	0.0024264	0.0158042	0.00304286	0.000264892	0.00525461	0.00159685	0.000949362	0.00992317	0.00884008	0.00200902	0.00147505	0.00233138	0.00161872	4.59011e-05	0.000565813	0.000763265	3.43551e-06	0.00954256	0.00637295	0.0011	0.00684967	0.00119128	0.000654134	0.000356459	0.00886836	0.00624414	0.000225168	0.00503597	0.00172843	0.000645729	2.93897e-05	0.000615221	0.00124073	0.00016803	0.00495378	0.000531734	0.00559152	0.00495386	0.0008471	0.000210761	0.000626867	0.000113979	0.000328255	0.00312101	0.00243557	0.000681772	0.00624583	0.00255704	0.000593458	0.00140095	0.00100932	0.000112635	0.000555917	0.00151789	4.29193e-05	0.000723981	4.41695e-05	0.00798554	0.00259318	0.0072453	0.00122335	0.00354705	0.013511	0.00831834	0.00594802	0.0066811	0.00890495	0.0040188	0.00514136	0.00411079	0.00471301	0.0101078	0.0107952	0.00412879	0.000426223	0.00624674	0.00163713	0.0135866	0.000433082	0.0423356	0.020192	0.0152114	0.00525211	0.004900969	0.02894413	0.133043	0.249072	0.109365	0.120138	0.287534	0.100849	0.1899404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.0543	0.0001903509	0.171842	0.525453	1.02469	2.27802	0.290754	0.162605	0.195379	0.351262	0.2188845	6.76678	34.0789	48.7741	41.112	34.1072	4.9108	5.62388	21.1665	47	16.8001	43.9741	15	45	0.8677653
1770	-424298.4	-424311.6	13.20665	1.180097	0.000996969	0.00205011	0.00319723	0.00674563	0.00889728	0.00696038	0.0103194	0.00578775	0.00320792	0.00245972	0.00335464	0.00231881	0.00480748	0.0040795	0.00822514	0.00334535	0.00449208	0.00741634	0.000742954	0.00449013	0.00193043	0.00303231	0.000664446	0.00408896	0.00754234	0.0154321	0.000288042	0.00596894	0.00551661	0.0043333	0.00758818	0.00890616	0.0035912	0.00836121	0.00763354	0.0223525	0.000587722	0.00977289	0.0139652	0.000904356	0.00214674	0.0012296	0.00312884	0.00314252	0.000970614	0.000320844	0.000728855	0.00162056	0.00113161	0.00589797	0.000213111	0.00151815	0.00220983	0.00608696	0.000985333	0.000575706	0.00347863	0.00354795	0.0110168	0.00222989	0.0162494	0.00271809	0.000382104	0.00335659	0.00153321	0.000860234	0.00872452	0.00901877	0.00214291	0.00167405	0.00247436	0.00158078	0.000137238	0.00050796	0.00297376	1.08047e-05	0.00949024	0.00553944	0.000988787	0.011912	0.00117121	0.000887588	0.00145053	0.00747281	0.00589184	0.00036572	0.00547096	0.00184067	0.000748446	4.06686e-05	0.000634716	0.0012009	0.000172599	0.00460832	0.000511266	0.00612237	0.00410196	0.00110227	0.000169758	0.000497469	0.00011225	0.000476624	0.00526145	0.00147871	0.00112593	0.006461	0.00220571	0.000601706	0.00139964	0.00102451	9.85618e-05	0.000698149	0.00148674	4.17393e-05	0.000745318	0.000105123	0.00817699	0.00295003	0.00730306	0.00111491	0.0035514	0.0137603	0.00837804	0.00554444	0.00630615	0.00917827	0.00394522	0.00486724	0.00522348	0.00479511	0.0107322	0.0102358	0.00460868	0.000256342	0.00626565	0.00173269	0.0141696	0.000504967	0.0411545	0.0216151	0.0153225	0.00512369	0.004625671	0.02159652	0.133043	0.249072	0.109365	0.120138	0.287534	0.100849	0.2057904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.416	0.0004686847	0.171428	0.524915	1.02444	2.27922	0.290362	0.162386	0.196465	0.350787	0.2273869	6.76678	34.0789	48.7741	41.112	34.1072	11.6683	6.81561	21.1665	47	16.8001	43.9741	15	45	0.905023
1780	-424276.2	-424295.8	19.60208	1.189772	0.000957222	0.00196595	0.00319357	0.00700634	0.00823791	0.00742857	0.0102522	0.00623243	0.00326516	0.00274634	0.00336373	0.00231586	0.00495038	0.00419344	0.00819361	0.00379507	0.00455837	0.0158929	0.00069638	0.0041743	0.0017555	0.00341249	0.000808899	0.00361576	0.00783299	0.0134603	0.00032294	0.00833834	0.00543681	0.00435386	0.00672748	0.00953345	0.00602541	0.00831967	0.00731647	0.00680987	0.000547725	0.00928706	0.0133583	0.00082717	0.00195659	0.00139517	0.00334077	0.00317494	0.000874135	0.000412012	0.000708834	0.00188102	0.000904888	0.0037757	0.000278433	0.00136825	0.00245309	0.00607103	0.00177077	0.000756903	0.00670843	0.00245362	0.00472207	0.00243856	0.0161258	0.0027235	0.000929676	0.00346104	0.00151543	0.000874493	0.00900359	0.00853888	0.00219824	0.00161333	0.00238017	0.00144515	8.39445e-05	0.000355636	0.00146784	7.941e-06	0.00888946	0.0075294	0.000939573	0.00576278	0.00139003	0.000681303	0.0021941	0.00744616	0.00392064	0.000337304	0.00507993	0.00175868	0.000686934	3.60867e-05	0.000579622	0.00128853	0.000341989	0.00484657	0.000462916	0.00559962	0.00514664	0.000894871	0.000251754	0.000492473	0.000136726	0.000325325	0.00589412	0.0013463	0.000925947	0.00623357	0.00206138	0.000619749	0.00181706	0.0010234	9.97391e-05	0.000502732	0.00150498	2.90078e-05	0.00135034	0.000100166	0.00796666	0.00207814	0.00685275	0.00112362	0.00369008	0.0130107	0.00822743	0.00569143	0.00669657	0.00912141	0.00382947	0.00587986	0.00207047	0.00524664	0.0115427	0.00952561	0.00417462	0.000330821	0.0061745	0.00153195	0.0124257	0.000448527	0.037623	0.0195855	0.0139674	0.00510882	0.004800314	0.02452074	0.132904	0.248812	0.109251	0.120012	0.287234	0.101786	0.1918008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.4658	0.0003598397	0.173195	0.527203	1.02549	2.27411	0.290362	0.162386	0.196465	0.350787	0.2163215	6.76678	34.0789	48.7741	41.112	34.1072	9.93127	6.81561	21.1665	47	18.8295	43.9741	15	45	0.8866468
1790	-424277	-424294.1	17.14186	1.181857	0.000947984	0.001982	0.00305799	0.00703873	0.00872651	0.00690315	0.011767	0.00578029	0.00361281	0.00249809	0.00334338	0.00236552	0.00467639	0.00397158	0.00851652	0.00366674	0.00438078	0.009219	0.000546694	0.00419721	0.00202473	0.00343549	0.00475907	0.00380831	0.00803382	0.0136289	0.000341279	0.00836998	0.00578042	0.00399693	0.00657179	0.00960086	0.00488124	0.00874017	0.00750419	0.0162826	0.000504532	0.010058	0.0137288	0.000798157	0.00193917	0.00146864	0.00285342	0.00288733	0.00103139	0.00112332	0.000759845	0.00175661	0.00107699	0.00443762	0.000460797	0.00156215	0.00253101	0.00633382	0.00104494	0.000714485	0.0030974	0.00150896	0.00736595	0.00231402	0.0172124	0.00276237	0.00123614	0.00137129	0.00157414	0.000974977	0.00924104	0.00867836	0.00210644	0.00149411	0.00211738	0.00145122	6.70156e-05	0.000613409	0.000621194	9.18125e-06	0.00993456	0.00705977	0.000913321	0.00200607	0.0014558	0.000878457	0.00170831	0.00705506	0.00445454	0.000524881	0.00279678	0.00189047	0.000682839	3.38719e-05	0.000512634	0.00124016	0.000152947	0.00344016	0.000397203	0.00592021	0.00497313	0.00101319	0.000173456	0.00046861	0.00011277	0.000337059	0.00640083	0.00192499	0.000752317	0.00628896	0.00170292	0.000491196	0.00285188	0.00102039	0.000119116	0.000460087	0.00147207	3.49147e-05	0.0013603	9.27822e-05	0.00801996	0.00243223	0.00683526	0.00116188	0.00368931	0.0131934	0.0111339	0.00533354	0.00649953	0.00890327	0.00402721	0.00559723	0.00189493	0.00519972	0.011107	0.0098922	0.00405264	0.000320193	0.00618991	0.00161402	0.0138039	0.000448553	0.0399146	0.0201006	0.0153482	0.00576538	0.004512136	0.02553695	0.128701	0.249611	0.110918	0.1205	0.288156	0.102113	0.1788559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.0785	0.0005809232	0.17175	0.525333	1.02463	2.27829	0.290362	0.162386	0.196465	0.350787	0.2043928	6.76678	34.0789	48.7741	41.112	34.1072	8.42732	6.81561	21.1665	47	18.8295	43.9741	15	45	0.8750595
