Iteration	Posterior	Likelihood	Prior	alpha_dip	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	num_samp_anc	origin_time	psi	rates_dip[1]	rates_dip[2]	rates_dip[3]	rates_dip[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
100	-424319.8	-424319	-0.7443625	1.16506	0.00120761	0.00194905	0.00306352	0.00555011	0.0105025	0.00948126	0.0189956	0.0048647	0.0030361	0.0022645	0.00280156	0.00220513	0.00462904	0.00315321	0.00783972	0.00388427	0.00495401	0.0021314	0.00110912	0.00456627	0.00171052	0.00299962	0.00823182	0.0042904	0.00446316	0.00796294	0.000156273	0.00650807	0.00659379	0.00467652	0.00599002	0.00873388	0.00381469	0.0120504	0.00969616	0.00176901	0.000545318	0.01123	0.0149255	0.000619993	0.00168554	0.00115419	0.00238291	0.00239076	0.00125524	0.00278952	0.000999813	0.00175768	0.000596262	0.00198207	0.000448024	0.00195793	0.00183784	0.00478417	0.000689633	0.00179337	0.0013887	0.00395282	0.0089447	0.00520194	0.00666291	0.00165212	0.0345402	0.000569424	0.00145302	0.000889578	0.00967684	0.00879746	0.00222018	0.00228878	0.00260289	0.0018564	0.000588064	0.000240547	0.000819207	2.13533e-05	0.0017837	0.00329576	5.08236e-05	0.00707805	0.00264115	0.0183519	8.86217e-05	0.00835893	0.00328845	0.000869833	0.000846757	0.000753627	0.0013642	2.60884e-05	0.00670508	0.00185497	3.11088e-05	0.00100994	0.000385337	0.00369916	0.0045333	0.000977556	0.00013978	0.00115385	0.000112221	0.000272046	0.00217536	0.0014376	0.00102669	0.00518794	0.00452821	0.00121593	0.000333635	0.00104603	0.00010495	0.00391229	0.00227305	3.59517e-05	0.000269168	6.09324e-05	0.0109053	0.00189792	0.00784335	0.00122373	0.00585715	0.0115992	0.0107774	0.00660687	0.00556114	0.00821344	0.00542098	0.00458742	0.00119002	0.0195094	0.00975935	0.00354723	0.0118488	0.000490906	0.00615793	0.00182804	0.0145254	0.000450477	0.0381497	0.0214469	0.017777	0.00135083	0.004600264	0.04193854	0.129794	0.250746	0.111933	0.120359	0.286119	0.101049	0.04766982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.9581	0.000213621	0.168664	0.521304	1.02275	2.28728	0.287236	0.162021	0.196227	0.354516	0.08960836	6.09347	33.97	48.7289	41.6912	33.97	10.4924	5.34	20.6911	47	18.3185	43.96	15	45	0.5319796
110	-424295.4	-424301.9	6.513194	1.16703	0.00122327	0.00198107	0.00286449	0.00594814	0.0102051	0.0093839	0.0174481	0.00498484	0.00298584	0.00233464	0.00301056	0.00218943	0.00411326	0.00383824	0.00784635	0.00363687	0.00458521	0.00533814	0.00121786	0.00434113	0.001826	0.00296808	0.00951746	0.00431297	0.0043911	0.00933115	0.000110805	0.00500712	0.00709283	0.00451257	0.00610621	0.00874551	0.00142506	0.0105674	0.0100808	0.00559916	0.000571343	0.0108693	0.0149804	0.000600964	0.00172642	0.00107662	0.0022784	0.00213067	0.00119027	0.00380001	0.000992624	0.00167253	0.000885449	0.00144875	0.000481433	0.0018866	0.00192188	0.00453002	0.00671194	0.0022629	0.00101948	0.0022729	0.00686274	0.00481259	0.00782561	0.00183619	0.0312678	0.000963173	0.00160153	0.000873784	0.00917932	0.00901488	0.00185717	0.00198885	0.0024906	0.00188559	0.000694649	0.000157	0.00161897	3.17757e-05	0.00291805	0.00251244	0.000112637	0.00743631	0.00338799	0.0099351	9.13695e-05	0.00845119	0.00149236	0.000681792	0.000672986	0.000796179	0.00122052	3.70568e-05	0.00367714	0.00171955	4.9894e-05	0.00138046	0.000421317	0.0037461	0.00486894	0.00100624	0.000147025	0.00104225	9.39192e-05	0.000388106	0.00229511	0.00259038	0.000534253	0.00515655	0.00514268	0.00114047	0.000481474	0.001033	9.83086e-05	0.0046676	0.00214541	6.0072e-05	0.000623279	2.78467e-05	0.0109043	0.00164524	0.00843716	0.00117336	0.00618607	0.0116781	0.00965369	0.00696175	0.00544124	0.00805203	0.00552166	0.00467434	0.00119062	0.0197354	0.0110338	0.00327654	0.0103974	0.000272605	0.00620191	0.00190922	0.0153241	0.000387722	0.0393434	0.0192771	0.0176006	0.00312086	0.004950951	0.03804755	0.130171	0.251473	0.110415	0.11965	0.286948	0.101342	0.05918126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.8576	0.0005376955	0.169027	0.521781	1.02297	2.28622	0.291569	0.161036	0.195034	0.352361	0.09722881	6.09347	33.97	48.7289	41.6912	33.97	10.4924	5.34	20.6911	47	18.3185	43.96	15	45	0.6086803
120	-424301.6	-424305.9	4.258519	1.176909	0.00128742	0.00199558	0.00310315	0.00612737	0.0104033	0.00988705	0.0158066	0.00509462	0.00287197	0.00223079	0.00299637	0.00221515	0.0048578	0.00402723	0.00806414	0.00380522	0.00451739	0.00604495	0.00121894	0.00462115	0.00170881	0.00300808	0.00923159	0.00451156	0.00540873	0.00885699	4.9285e-05	0.00411435	0.00640559	0.00503237	0.00617471	0.00869359	0.00632796	0.00995491	0.0105438	0.00319975	0.000615348	0.0107744	0.0149137	0.000650994	0.00184516	0.00106592	0.00247671	0.00223071	0.0012468	0.0145889	0.000973718	0.0017928	0.000930351	0.00266966	0.000465603	0.00168598	0.00194346	0.00484964	0.00394023	0.00231074	0.0100774	0.000973207	0.00317938	0.0044514	0.00946967	0.00150084	0.0120508	0.00405513	0.00172955	0.000963026	0.00962137	0.00993668	0.0020064	0.00216535	0.0025219	0.001807	0.000101341	0.00027405	0.000710535	2.0325e-05	0.0020197	0.00311182	0.000227649	0.00730753	0.00409232	0.0123139	4.68263e-05	0.00938827	0.00131278	0.00059758	0.000660047	0.000643657	0.00137311	2.98721e-05	0.00473814	0.00179824	1.35086e-05	0.00113128	0.000341533	0.00395473	0.00673649	0.000978786	0.000179284	0.00118465	0.000111132	0.000666366	0.00112593	0.00264295	0.000743524	0.00511971	0.00524391	0.00124775	0.000457391	0.00107258	0.000113476	0.00500678	0.00233428	2.64377e-05	0.000248359	7.04486e-05	0.0107572	0.00211159	0.00819854	0.00121591	0.00596595	0.0147863	0.00866819	0.00674444	0.00537234	0.00833745	0.00556024	0.00493636	0.00131502	0.0214859	0.0118626	0.00294184	0.0106163	0.000380439	0.00611751	0.00198942	0.0152703	0.000409831	0.0381304	0.0186555	0.0173602	0.00689758	0.004561566	0.04259246	0.12985	0.250853	0.110143	0.119966	0.286241	0.102948	0.05459729	0	0	0	0	0	0	0	0	0	0	0	0	0	1	145.2928	0.0009102193	0.170844	0.524155	1.02408	2.28092	0.288815	0.163683	0.195072	0.35243	0.09718975	6.09347	33.97	48.7024	41.6912	33.97	14.7914	5.34	20.6911	47	18.3185	43.96	15	45	0.5617598
130	-424294.6	-424295.9	1.329141	1.180354	0.00120591	0.00203192	0.00304645	0.00595351	0.00971116	0.00909809	0.0149518	0.00479784	0.00292626	0.00235427	0.00306309	0.00208725	0.00450268	0.00384322	0.00760207	0.00368125	0.00459228	0.00278378	0.00141445	0.00441182	0.00170204	0.00315352	0.0168421	0.0045043	0.00534175	0.00969128	3.77781e-05	0.00534959	0.00618287	0.00513214	0.00633276	0.00853215	0.00418742	0.0112483	0.0102196	0.00746992	0.000555536	0.0110382	0.0162485	0.0006574	0.00170336	0.00095958	0.00216879	0.0023836	0.00120871	0.0164642	0.00096535	0.00166161	0.000765355	0.00173818	0.000412952	0.00186492	0.00179149	0.00490913	0.00160029	0.00288556	0.015954	0.000737121	0.00243371	0.00541376	0.00895343	0.00120245	0.0070791	0.00443675	0.00169633	0.000988358	0.00923172	0.00950872	0.00210518	0.00212855	0.00255011	0.00158069	8.82206e-05	0.000290688	0.000539985	1.4024e-05	0.00213746	0.00303126	0.000393437	0.004227	0.00305753	0.0130028	0.000153098	0.00954955	0.000798054	0.000833942	0.00085564	0.000900501	0.00130844	5.20425e-05	0.00541053	0.00185788	5.59307e-05	0.00100587	0.000292338	0.00341364	0.00685284	0.000991214	0.0002203	0.000806615	0.000100557	0.000368583	0.0010838	0.00261569	0.000811698	0.00499474	0.00401149	0.00129253	0.000469393	0.00105788	0.000109775	0.00519672	0.00176421	4.98306e-05	0.000433064	7.31346e-05	0.0106402	0.00138083	0.00840546	0.00123698	0.00548035	0.0143084	0.00919764	0.00606005	0.00531401	0.00899733	0.00525322	0.0045665	0.00062675	0.0224389	0.0105933	0.00379519	0.00843368	0.000240611	0.00625774	0.00169599	0.0155982	0.000446105	0.0384688	0.024694	0.0183197	0.00248	0.004467381	0.03070642	0.12965	0.250468	0.109974	0.121316	0.285802	0.10279	0.08038078	0	0	0	0	0	0	0	0	0	0	0	0	0	2	141.8299	0.001358349	0.171475	0.524976	1.02446	2.27909	0.288815	0.163683	0.195072	0.35243	0.1110872	6.09347	33.97	48.7024	41.6912	33.97	14.7914	5.34	20.6911	47	18.3185	43.96	15	45	0.7235828
140	-424298.6	-424306.7	8.034659	1.191613	0.00122306	0.00200639	0.0029586	0.00558283	0.00979671	0.00860033	0.0159019	0.00519211	0.00295564	0.00238683	0.00300955	0.00232828	0.00451361	0.00396731	0.00771901	0.0035332	0.00464625	0.0011437	0.00151658	0.00436898	0.00152225	0.00313125	0.0070887	0.004437	0.00544146	0.00963583	2.9141e-05	0.00760509	0.00675037	0.00491888	0.00647805	0.00919754	0.00915844	0.0109727	0.0101916	0.00504905	0.00055792	0.0099263	0.0148133	0.000721076	0.00167549	0.00108376	0.00220679	0.00202148	0.00142976	0.00229109	0.000923251	0.00176051	0.000870353	0.00305591	0.000432515	0.00168433	0.00179871	0.00452635	0.00711681	0.00280736	0.00795926	0.000918958	0.00139085	0.00486473	0.00753254	0.00164409	0.00725398	0.012301	0.00155189	0.000793455	0.00994755	0.00934936	0.00224608	0.00206738	0.00313731	0.00169425	0.00015558	0.000276265	0.000713468	1.39828e-05	0.00269013	0.00336641	0.000633274	0.00344172	0.00461569	0.00995281	0.000338444	0.0084918	0.00132358	0.00144995	0.000804158	0.000687793	0.00121447	3.55486e-05	0.0046679	0.00173253	4.65933e-05	0.0003736	0.000351617	0.00340809	0.00642599	0.000937177	0.000285019	0.000776125	0.000106919	0.000445745	0.00146471	0.0015266	0.00175377	0.00529041	0.00430855	0.00131984	0.000330212	0.00105958	9.14073e-05	0.00546519	0.00198286	3.71848e-05	0.000521897	2.84434e-05	0.0104997	0.00141823	0.00857802	0.00128078	0.00540496	0.0143122	0.0102056	0.0062727	0.0055129	0.00876896	0.00576811	0.00477023	0.000848334	0.0226399	0.0116526	0.00386912	0.0090565	0.000207087	0.00595656	0.00230332	0.0127664	0.000420486	0.0370006	0.0221617	0.018425	0.000984585	0.00389338	0.04070836	0.129697	0.250558	0.110014	0.121359	0.285904	0.102469	0.07205038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.4506	0.0006070095	0.17353	0.527635	1.02569	2.27314	0.289132	0.162764	0.195287	0.352817	0.1127587	6.28227	33.97	48.7024	41.6912	33.97	12.8732	5.34	20.6911	47	16.9704	43.96	15	45	0.6389783
150	-424291.1	-424298	6.841885	1.19019	0.00109422	0.00199268	0.00296759	0.00604238	0.0103424	0.00914879	0.0172794	0.00483871	0.00310382	0.0022488	0.00297172	0.00207999	0.00455147	0.00390812	0.00821224	0.00364752	0.00458129	0.00124279	0.00150012	0.0043509	0.00180089	0.00302321	0.00164705	0.00430985	0.00540509	0.00989005	5.57844e-05	0.00393401	0.00646494	0.00515306	0.0062426	0.00887864	0.00895993	0.0101999	0.0101334	0.00476614	0.000580552	0.0112389	0.0163123	0.000698213	0.00163233	0.00109246	0.00216957	0.00239468	0.0014205	0.00321998	0.000967776	0.00177742	0.00104844	0.00555055	0.0004713	0.00154317	0.00174648	0.00421315	0.00641804	0.0029131	0.00266122	0.000790263	0.00315667	0.00450701	0.00932872	0.00128084	0.00290197	0.012194	0.00152537	0.000915293	0.0100679	0.0085844	0.00194976	0.00212573	0.00270278	0.00179738	0.000183818	0.000226896	0.00113856	1.14249e-05	0.00201702	0.00368569	0.000723988	0.00359361	0.00529907	0.0133117	0.00039636	0.00886809	0.00133646	0.000739348	0.000948866	0.000654464	0.00115895	3.81314e-05	0.00326812	0.00187586	3.58242e-05	0.000513762	0.00028477	0.00353962	0.00694651	0.0010369	0.00017728	0.000971704	0.00011507	0.000402518	0.00350756	0.0010368	0.00210638	0.00508771	0.00478844	0.00148237	0.000315152	0.00110605	0.000109426	0.00466179	0.00226937	3.70007e-05	0.000496974	6.0462e-05	0.0105216	0.00178893	0.00817425	0.00127868	0.00529213	0.0144969	0.00905193	0.00636986	0.00515956	0.00842056	0.00586028	0.00448594	0.0012644	0.0210899	0.0114631	0.00381069	0.00852605	0.000542652	0.00600605	0.00170692	0.0152995	0.000444525	0.0403435	0.0210264	0.0184688	0.000879606	0.00543489	0.03425059	0.130057	0.251253	0.110319	0.118588	0.286697	0.103086	0.07717853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.329	0.0007072482	0.173271	0.527301	1.02554	2.27389	0.289132	0.162764	0.195287	0.352817	0.1114291	6.28227	33.97	48.2954	41.6912	33.97	9.48205	5.34	20.9661	47	16.5068	43.96	15	45	0.6926244
160	-424306.3	-424306	-0.3321106	1.169254	0.00101741	0.00203648	0.00312557	0.00587568	0.00993161	0.00863485	0.0183572	0.00506548	0.0028876	0.00219007	0.00302191	0.00224513	0.00432253	0.00413737	0.00780008	0.00326194	0.0043566	0.00139766	0.00138811	0.00437126	0.00181011	0.00319148	0.00176365	0.00393411	0.00493969	0.0104465	7.75107e-05	0.00402489	0.00646906	0.00477466	0.00545329	0.00878132	0.0131821	0.0102895	0.00935598	0.00417925	0.000581015	0.0110661	0.0147637	0.000692358	0.00169226	0.00111487	0.00226746	0.00230341	0.00146856	0.00560915	0.000896006	0.00182884	0.000941331	0.00989267	0.000524278	0.00159419	0.00166049	0.00436378	0.00224953	0.00273802	0.000767113	0.00313774	0.00947057	0.00500394	0.00836417	0.00122195	0.00460825	0.0157481	0.00164365	0.000943684	0.0100723	0.00971414	0.00222282	0.00194604	0.00314533	0.00184095	5.82759e-05	0.000312188	0.000524208	9.49041e-06	0.00190756	0.00347862	0.000391634	0.00333307	0.0105126	0.0240346	0.000348622	0.00864881	0.00142309	0.000704606	0.000880833	0.000644395	0.00123807	4.22691e-05	0.00403952	0.00167939	2.29339e-05	0.00011984	0.000369302	0.00364792	0.00515301	0.00109852	0.00022436	0.00101568	9.69441e-05	0.000346234	0.00302833	0.00122098	0.00135187	0.00527706	0.00338313	0.00138346	0.000283155	0.00108434	9.37676e-05	0.00378147	0.00208668	5.26235e-05	0.000134516	0.000128263	0.0102111	0.00125389	0.0077619	0.00125613	0.00580813	0.0134509	0.0104014	0.006524	0.00551225	0.00832305	0.00618389	0.00470098	0.000507726	0.0207473	0.00959124	0.00387039	0.00872289	0.000321817	0.00606478	0.00172188	0.0125842	0.000422517	0.0401078	0.0208242	0.0174132	0.00141242	0.003954403	0.03740404	0.129735	0.250631	0.110046	0.118295	0.288463	0.102831	0.07346408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.7128	0.0002092199	0.169437	0.522318	1.02322	2.28502	0.289132	0.162764	0.195287	0.352817	0.1108681	6.28227	33.97	48.2954	41.6912	33.97	13.2162	5.34	22.6089	47	16.5068	43.96	15	45	0.6626258
170	-424285.6	-424286.7	1.053608	1.196685	0.0010616	0.00197283	0.00300426	0.00569272	0.00937073	0.00798628	0.0172445	0.00512359	0.00325336	0.00239104	0.00319525	0.0020681	0.00440455	0.00392764	0.00825376	0.00338549	0.00453717	0.00340804	0.00141889	0.00454022	0.001915	0.00312566	0.000176516	0.00442058	0.00514773	0.0101542	9.1975e-05	0.00278551	0.00558338	0.00423037	0.00668918	0.00910387	0.00370472	0.0106618	0.0100556	0.0133116	0.000578674	0.0104877	0.01512	0.000682349	0.00170647	0.0010705	0.00232286	0.00206557	0.00154123	0.0092705	0.000904871	0.00162106	0.000905003	0.00648667	0.000506674	0.00162302	0.00175834	0.00434007	0.00353979	0.00292753	0.000288169	0.00252089	0.00369757	0.00488631	0.00719192	0.00178901	0.0274501	0.00707075	0.00142867	0.00100945	0.0103101	0.00990536	0.00231164	0.0021281	0.00284834	0.00182608	1.9538e-05	0.000417051	0.000307532	7.66226e-06	0.0013005	0.0048902	0.000513567	0.00290553	0.00895328	0.028634	0.000135415	0.00869684	0.00271163	0.000983682	0.00086172	0.000666204	0.00118783	2.26205e-05	0.00404745	0.001647	4.76078e-05	0.00015246	0.000333452	0.00390951	0.00550876	0.00094785	0.000167144	0.00109116	0.000111584	0.000261557	0.00327984	0.00158264	0.00127886	0.00536064	0.00457972	0.00150414	0.000145486	0.00106354	0.000104462	0.00385252	0.00211261	4.98674e-05	0.000690999	0.000107007	0.0109398	0.001519	0.00763501	0.00125526	0.0057219	0.0148681	0.0102549	0.00621748	0.00551206	0.00847209	0.00641459	0.00539352	0.000519684	0.0175871	0.0102664	0.00391865	0.00782246	0.000562769	0.00609434	0.00187868	0.0121878	0.000490261	0.040582	0.0230425	0.0176695	0.00146123	0.005042938	0.04638821	0.129834	0.250823	0.11013	0.117618	0.288684	0.10291	0.07326905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.9851	0.000592998	0.174452	0.528821	1.02624	2.27049	0.289132	0.162764	0.195287	0.352817	0.1196573	6.28227	33.97	48.2954	41.6912	33.97	8.15256	5.34	22.6089	47	16.5068	43.96	15	45	0.6123243
180	-424306.7	-424310	3.314693	1.17775	0.00110201	0.00196699	0.00295099	0.00571392	0.00987607	0.00925763	0.0156948	0.00488515	0.00320032	0.00223809	0.00311365	0.0020853	0.00450832	0.00397141	0.00784911	0.00370726	0.00424803	0.00286543	0.0014114	0.00438506	0.00169196	0.00319479	0.000118317	0.00448632	0.00555878	0.0110449	0.000109022	0.00948494	0.00639802	0.00455617	0.00621899	0.0087418	0.00983821	0.0117687	0.0096883	0.0174583	0.000563219	0.0104248	0.0152776	0.000614318	0.00153321	0.00114931	0.00226052	0.00216071	0.00146064	0.00767724	0.000986299	0.00191084	0.000673897	0.0047944	0.000452912	0.00173447	0.00167301	0.0041127	0.0063419	0.00323779	0.000569064	0.00594872	0.00537843	0.00508822	0.00876242	0.00147656	0.010753	0.00362196	0.00163036	0.000769662	0.0110026	0.00942541	0.00298255	0.00185948	0.00295657	0.00199042	2.74101e-05	0.000398248	0.00023316	8.19305e-06	0.00169641	0.00526621	0.000602303	0.00344326	0.00615516	0.0138619	0.000237247	0.00910129	0.0019865	0.000578951	0.000907917	0.000520432	0.00124229	3.43985e-05	0.00285872	0.0015624	6.43769e-05	0.000266594	0.000403842	0.00395214	0.00443917	0.00103761	0.000182468	0.00108595	9.54317e-05	0.000297163	0.00230028	0.00152767	0.000992375	0.00494525	0.00448287	0.00153515	0.000166944	0.00112	8.43632e-05	0.00365695	0.00227943	3.60014e-05	0.0005034	7.83764e-05	0.0111604	0.00122559	0.00767902	0.00122475	0.00578299	0.0138285	0.0102039	0.00647189	0.00538325	0.00908512	0.00580719	0.00592156	0.00102059	0.0153055	0.00910993	0.00466444	0.00930718	0.000317435	0.00630164	0.00199884	0.0127221	0.000534463	0.0402903	0.0209994	0.0186889	0.00197958	0.003816287	0.03003917	0.132552	0.25004	0.109786	0.117251	0.287782	0.102589	0.09580057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.9059	0.0003661073	0.170998	0.524356	1.02418	2.28047	0.290832	0.16372	0.196434	0.349014	0.1258397	6.28227	33.97	48.9926	41.6912	33.97	10.9924	5.34	22.6089	47	16.5068	43.96	15	45	0.7612903
190	-424302.6	-424305	2.459131	1.169262	0.000882386	0.0020194	0.00310053	0.00584486	0.00878594	0.00876614	0.0197337	0.00499303	0.00305292	0.00251829	0.00294938	0.00203344	0.00453289	0.00366031	0.00795322	0.00343639	0.00436111	0.00529052	0.00138607	0.00428539	0.00187691	0.00305138	0.000162506	0.00440074	0.00542905	0.00938594	0.000129175	0.00983055	0.00613486	0.00444216	0.00573951	0.00790039	0.00365702	0.0113734	0.0092747	0.0228293	0.000576481	0.010249	0.0145	0.000661538	0.00157123	0.00120119	0.00236593	0.00226679	0.00133724	0.00366617	0.000863201	0.00191953	0.000943832	0.00318902	0.000412647	0.00177548	0.00168505	0.00415044	0.0077929	0.0029295	0.00041864	0.00630168	0.018443	0.00458869	0.00868768	0.00145213	0.0183197	0.00181181	0.0015062	0.000842092	0.0106388	0.00979915	0.00298173	0.00188623	0.00279564	0.00177188	2.46453e-05	0.000866038	0.000105643	5.82159e-06	0.00161136	0.00574789	0.000701151	0.00348548	0.0036933	0.0126607	0.000267187	0.00912794	0.00140743	0.000555618	0.00112066	0.000587586	0.00140106	2.61111e-05	0.00675854	0.00166882	5.28387e-05	0.000151456	0.000276889	0.00390304	0.00468945	0.000936547	0.000245984	0.000915325	9.61812e-05	0.000344718	0.00279449	0.00195651	0.00102263	0.00479075	0.00468335	0.00148095	0.000136737	0.0010665	0.000110367	0.00344569	0.00233655	2.15946e-05	0.000830096	5.10576e-05	0.0131419	0.00118011	0.00757467	0.0012651	0.00611268	0.013902	0.0101031	0.00642783	0.00543446	0.00900747	0.00624102	0.00606988	0.000993292	0.0183347	0.00954152	0.00520627	0.00803022	0.000347449	0.00622112	0.00175095	0.0126876	0.000532379	0.0397328	0.0214717	0.0182769	0.00367563	0.005064183	0.0339586	0.132266	0.249499	0.109549	0.116997	0.28716	0.104528	0.0949593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.3846	0.0003948716	0.169438	0.52232	1.02323	2.28502	0.29173	0.164226	0.193952	0.350092	0.1289179	6.28227	33.97	48.9926	41.6912	33.97	11.2171	5.34	22.6089	47	16.5068	43.96	15	45	0.7365874
200	-424301.9	-424311.7	9.876467	1.19382	0.000911573	0.00199401	0.00321998	0.00564256	0.00988796	0.0104053	0.0165962	0.00473469	0.00316555	0.00251068	0.00296766	0.00210284	0.00475491	0.00372422	0.00729343	0.00316843	0.00438866	0.00937841	0.00113284	0.00427253	0.00178401	0.00315802	0.0014198	0.00425642	0.0046615	0.00993514	0.000162845	0.00677657	0.00634714	0.00519706	0.00561978	0.00925667	0.00322225	0.0108142	0.00868911	0.0110118	0.000548138	0.0104611	0.015467	0.000688112	0.00166665	0.00108924	0.00229541	0.00231979	0.00130292	0.00145195	0.000885665	0.00195327	0.000871694	0.00345632	0.000427923	0.00169902	0.00167919	0.00434954	0.00311857	0.00285099	0.000396944	0.00216642	0.00751861	0.0046999	0.00752144	0.00174716	0.0166273	0.00658051	0.00154786	0.00074774	0.010313	0.00961288	0.00276079	0.00193734	0.00278867	0.00186935	2.17132e-05	0.000994114	0.000202596	7.05508e-06	0.001367	0.00588572	0.000406604	0.00574217	0.00170303	0.0148342	0.00063529	0.00921737	0.00233952	0.000702301	0.00121071	0.000662325	0.00153705	4.23045e-05	0.00397571	0.0015864	6.98534e-05	0.000188882	0.000372323	0.0042836	0.00360952	0.00134412	0.000181478	0.00068912	0.000109807	0.000338213	0.00259064	0.00148175	0.00100541	0.00541824	0.00441596	0.00171192	3.76853e-05	0.00107092	0.000121518	0.0030371	0.00237492	1.87174e-05	0.00105623	9.35923e-05	0.0125405	0.00159349	0.00752587	0.00125748	0.00599662	0.0137179	0.0109391	0.00564833	0.00550044	0.00860614	0.00538966	0.0057204	0.000763265	0.0168243	0.00928978	0.00389294	0.00690267	0.000370723	0.00614704	0.00176253	0.0122952	0.000502313	0.0387646	0.0222645	0.0171618	0.00313305	0.004779097	0.03857655	0.126525	0.250041	0.110012	0.120078	0.288374	0.10497	0.0966399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.6271	0.0003417113	0.173931	0.528152	1.02593	2.27199	0.291034	0.163624	0.196085	0.349257	0.1352165	6.28227	33.97	48.9926	41.6912	33.97	11.2171	5.34	22.6089	47	16.5068	43.96	15	45	0.7147052
